timestamp,municipality_id,usage,total_capacity
6/17/2017 14:31,7,1247,2019
6/17/2017 14:31,2,558,697
6/17/2017 14:31,8,1269,2947
6/17/2017 14:31,4,2838,3893
6/17/2017 14:31,3,1283,1930
6/17/2017 14:31,0,591,2813
6/17/2017 14:31,1,286,397
6/17/2017 14:31,6,1200,3113
6/17/2017 14:57,1,277,397
6/17/2017 14:57,3,1251,1930
6/17/2017 14:57,8,1240,2947
6/17/2017 14:57,6,1169,3113
6/17/2017 14:57,0,567,2813
6/17/2017 14:57,5,142,587
6/17/2017 14:57,7,1218,2019
6/17/2017 14:57,4,2759,3893
6/17/2017 14:57,9,687,1332
6/17/2017 14:57,2,540,697
6/17/2017 15:31,5,130,587
6/17/2017 15:31,6,1157,3113
6/17/2017 15:31,4,2609,3893
6/17/2017 15:31,8,1205,2947
6/17/2017 15:31,1,268,397
6/17/2017 15:31,0,562,2813
6/17/2017 15:31,2,529,697
6/17/2017 15:31,3,1183,1930
6/17/2017 15:31,9,664,1332
6/17/2017 15:31,7,1184,2019
6/17/2017 15:57,3,1106,1930
6/17/2017 15:57,7,1133,2019
6/17/2017 15:57,8,1194,2947
6/17/2017 15:57,4,2441,3893
6/17/2017 15:57,1,260,397
6/17/2017 15:57,9,648,1332
6/17/2017 15:57,5,124,587
6/17/2017 15:57,2,494,697
6/17/2017 15:57,0,585,2813
6/17/2017 15:57,6,1155,3113
6/17/2017 16:28,3,952,1930
6/17/2017 16:28,1,243,397
6/17/2017 16:28,7,1062,2019
6/17/2017 16:28,8,1111,2947
6/17/2017 16:28,0,609,2813
6/17/2017 16:28,4,2147,3893
6/17/2017 16:28,6,1151,3113
6/17/2017 16:28,9,607,1332
6/17/2017 16:28,5,119,587
6/17/2017 16:28,2,464,697
6/18/2017 8:01,0,255,2813
6/18/2017 8:01,8,656,2947
6/18/2017 8:01,7,772,2019
6/18/2017 8:01,9,475,1332
6/18/2017 8:01,1,163,397
6/18/2017 8:01,3,613,1930
6/18/2017 8:01,4,1153,3893
6/18/2017 8:01,2,306,697
6/18/2017 8:01,6,693,3113
6/18/2017 8:01,5,66,587
6/18/2017 8:28,5,69,587
6/18/2017 8:28,1,185,397
6/18/2017 8:28,0,304,2813
6/18/2017 8:28,2,337,697
6/18/2017 8:28,6,763,3113
6/18/2017 8:28,7,839,2019
6/18/2017 8:28,3,742,1930
6/18/2017 8:28,9,511,1332
6/18/2017 8:28,4,1515,3893
6/18/2017 8:28,8,787,2947
6/18/2017 9:01,8,977,2947
6/18/2017 9:01,3,934,1930
6/18/2017 9:01,2,383,697
6/18/2017 9:01,6,884,3113
6/18/2017 9:01,9,558,1332
6/18/2017 9:01,7,932,2019
6/18/2017 9:01,0,392,2813
6/18/2017 9:01,5,81,587
6/18/2017 9:01,1,212,397
6/18/2017 9:01,4,2050,3893
6/18/2017 9:28,5,100,587
6/18/2017 9:28,3,1101,1930
6/18/2017 9:28,6,993,3113
6/18/2017 9:28,4,2445,3893
6/18/2017 9:28,7,1041,2019
6/18/2017 9:28,0,458,2813
6/18/2017 9:28,1,240,397
6/18/2017 9:28,9,612,1332
6/18/2017 9:28,8,1087,2947
6/18/2017 9:28,2,438,697
6/18/2017 10:01,9,698,1332
6/18/2017 10:01,1,292,397
6/18/2017 10:01,8,1266,2947
6/18/2017 10:01,4,2774,3893
6/18/2017 10:01,0,537,2813
6/18/2017 10:01,6,1115,3113
6/18/2017 10:01,5,154,587
6/18/2017 10:01,2,503,697
6/18/2017 10:01,3,1253,1930
6/18/2017 10:01,7,1192,2019
6/18/2017 10:28,9,756,1332
6/18/2017 10:28,1,318,397
6/18/2017 10:28,0,580,2813
6/18/2017 10:28,4,2953,3893
6/18/2017 10:28,5,187,587
6/18/2017 10:28,7,1291,2019
6/18/2017 10:28,8,1335,2947
6/18/2017 10:28,3,1327,1930
6/18/2017 10:28,6,1194,3113
6/18/2017 10:28,2,544,697
6/18/2017 11:01,3,1379,1930
6/18/2017 11:01,9,791,1332
6/18/2017 11:01,7,1361,2019
6/18/2017 11:01,2,579,697
6/18/2017 11:01,4,3091,3893
6/18/2017 11:01,5,229,587
6/18/2017 11:01,0,629,2813
6/18/2017 11:01,1,343,397
6/18/2017 11:01,8,1387,2947
6/18/2017 11:01,6,1256,3113
6/18/2017 11:27,7,1377,2019
6/18/2017 11:27,6,1283,3113
6/18/2017 11:27,3,1370,1930
6/18/2017 11:27,4,3086,3893
6/18/2017 11:27,1,343,397
6/18/2017 11:27,5,237,587
6/18/2017 11:27,2,587,697
6/18/2017 11:27,8,1406,2947
6/18/2017 11:27,0,649,2813
6/18/2017 11:27,9,799,1332
6/18/2017 12:01,9,802,1332
6/18/2017 12:01,2,605,697
6/18/2017 12:01,8,1415,2947
6/18/2017 12:01,0,669,2813
6/18/2017 12:01,5,240,587
6/18/2017 12:01,6,1313,3113
6/18/2017 12:01,1,345,397
6/18/2017 12:01,3,1406,1930
6/18/2017 12:01,4,3108,3893
6/18/2017 12:01,7,1398,2019
6/18/2017 12:27,1,345,397
6/18/2017 12:27,8,1413,2947
6/18/2017 12:27,2,601,697
6/18/2017 12:27,0,687,2813
6/18/2017 12:27,6,1332,3113
6/18/2017 12:27,9,814,1332
6/18/2017 12:27,4,3125,3893
6/18/2017 12:27,7,1406,2019
6/18/2017 12:27,3,1418,1930
6/18/2017 12:27,5,233,587
6/18/2017 13:01,2,617,697
6/18/2017 13:01,3,1418,1930
6/18/2017 13:01,5,246,587
6/18/2017 13:01,1,348,397
6/18/2017 13:01,8,1418,2947
6/18/2017 13:01,6,1349,3113
6/18/2017 13:01,7,1423,2019
6/18/2017 13:01,0,692,2813
6/18/2017 13:01,9,815,1332
6/18/2017 13:01,4,3140,3893
6/18/2017 13:28,7,1422,2019
6/18/2017 13:28,4,3128,3893
6/18/2017 13:28,3,1414,1930
6/18/2017 13:28,5,236,587
6/18/2017 13:28,1,348,397
6/18/2017 13:28,2,625,697
6/18/2017 13:28,6,1351,3113
6/18/2017 13:28,9,806,1332
6/18/2017 13:28,0,690,2813
6/18/2017 13:28,8,1414,2947
6/18/2017 13:54,0,697,2813
6/18/2017 13:54,2,613,697
6/18/2017 13:54,7,1401,2019
6/18/2017 13:54,4,3110,3893
6/18/2017 13:54,5,235,587
6/18/2017 13:54,1,349,397
6/18/2017 13:54,6,1340,3113
6/18/2017 13:54,8,1405,2947
6/18/2017 13:54,9,797,1332
6/18/2017 13:54,3,1396,1930
6/18/2017 14:27,3,1381,1930
6/18/2017 14:27,2,594,697
6/18/2017 14:27,7,1367,2019
6/18/2017 14:27,0,691,2813
6/18/2017 14:27,9,782,1332
6/18/2017 14:27,1,341,397
6/18/2017 14:27,5,209,587
6/18/2017 14:27,8,1372,2947
6/18/2017 14:27,4,3052,3893
6/18/2017 14:27,6,1318,3113
6/18/2017 15:01,9,756,1332
6/18/2017 15:01,4,2957,3893
6/18/2017 15:01,6,1278,3113
6/18/2017 15:01,2,563,697
6/18/2017 15:01,5,174,587
6/18/2017 15:01,7,1310,2019
6/18/2017 15:01,3,1338,1930
6/18/2017 15:01,1,327,397
6/18/2017 15:01,8,1328,2947
6/18/2017 15:01,0,679,2813
6/18/2017 15:27,8,1291,2947
6/18/2017 15:27,9,741,1332
6/18/2017 15:27,6,1230,3113
6/18/2017 15:27,1,317,397
6/18/2017 15:27,0,646,2813
6/18/2017 15:27,3,1269,1930
6/18/2017 15:27,5,166,587
6/18/2017 15:27,2,538,697
6/18/2017 15:27,4,2796,3893
6/18/2017 15:27,7,1270,2019
6/18/2017 15:55,7,1240,2019
6/18/2017 15:55,0,656,2813
6/18/2017 15:55,1,309,397
6/18/2017 15:55,4,2659,3893
6/18/2017 15:55,6,1227,3113
6/18/2017 15:55,2,528,697
6/18/2017 15:55,8,1246,2947
6/18/2017 15:55,3,1228,1930
6/18/2017 15:55,9,721,1332
6/18/2017 15:55,5,158,587
6/18/2017 16:27,7,1117,2019
6/18/2017 16:27,8,1113,2947
6/18/2017 16:27,2,477,697
6/18/2017 16:27,3,1173,1930
6/18/2017 16:27,5,133,587
6/18/2017 16:27,9,649,1332
6/18/2017 16:27,1,266,397
6/18/2017 16:27,6,1163,3113
6/18/2017 16:27,4,2442,3893
6/18/2017 16:27,0,630,2813
6/19/2017 8:05,0,411,2813
6/19/2017 8:05,3,641,1930
6/19/2017 8:05,5,58,587
6/19/2017 8:05,1,170,397
6/19/2017 8:05,7,786,2019
6/19/2017 8:05,9,468,1332
6/19/2017 8:05,8,659,2947
6/19/2017 8:05,2,327,697
6/19/2017 8:05,6,838,3113
6/19/2017 8:05,4,1210,3893
6/19/2017 8:25,2,350,697
6/19/2017 8:25,6,900,3113
6/19/2017 8:25,3,739,1930
6/19/2017 8:25,8,754,2947
6/19/2017 8:25,1,179,397
6/19/2017 8:25,9,485,1332
6/19/2017 8:25,4,1476,3893
6/19/2017 8:25,7,826,2019
6/19/2017 8:25,5,60,587
6/19/2017 8:25,0,451,2813
6/19/2017 8:58,5,68,587
6/19/2017 8:58,0,548,2813
6/19/2017 8:58,9,529,1332
6/19/2017 8:58,8,949,2947
6/19/2017 8:58,4,2036,3893
6/19/2017 8:58,2,399,697
6/19/2017 8:58,7,919,2019
6/19/2017 8:58,6,1016,3113
6/19/2017 8:58,3,965,1930
6/19/2017 8:58,1,215,397
6/19/2017 9:32,2,467,697
6/19/2017 9:32,4,2475,3893
6/19/2017 9:32,3,1170,1930
6/19/2017 9:32,0,618,2813
6/19/2017 9:32,1,263,397
6/19/2017 9:32,6,1125,3113
6/19/2017 9:32,7,1058,2019
6/19/2017 9:32,5,85,587
6/19/2017 9:32,8,1099,2947
6/19/2017 9:32,9,600,1332
6/19/2017 9:58,8,1228,2947
6/19/2017 9:58,7,1185,2019
6/19/2017 9:58,4,2713,3893
6/19/2017 9:58,6,1219,3113
6/19/2017 9:58,5,114,587
6/19/2017 9:58,1,294,397
6/19/2017 9:58,0,665,2813
6/19/2017 9:58,2,517,697
6/19/2017 9:58,3,1271,1930
6/19/2017 9:58,9,677,1332
6/19/2017 10:25,4,2895,3893
6/19/2017 10:25,2,562,697
6/19/2017 10:25,5,144,587
6/19/2017 10:25,3,1369,1930
6/19/2017 10:25,6,1289,3113
6/19/2017 10:25,7,1281,2019
6/19/2017 10:25,1,325,397
6/19/2017 10:25,8,1294,2947
6/19/2017 10:25,0,712,2813
6/19/2017 10:25,9,728,1332
6/19/2017 10:59,7,1358,2019
6/19/2017 10:59,6,1355,3113
6/19/2017 10:59,3,1417,1930
6/19/2017 10:59,9,767,1332
6/19/2017 10:59,8,1366,2947
6/19/2017 10:59,1,348,397
6/19/2017 10:59,5,165,587
6/19/2017 10:59,2,600,697
6/19/2017 10:59,0,751,2813
6/19/2017 10:59,4,3033,3893
6/19/2017 11:25,3,1421,1930
6/19/2017 11:25,1,347,397
6/19/2017 11:25,0,763,2813
6/19/2017 11:25,5,186,587
6/19/2017 11:25,8,1381,2947
6/19/2017 11:25,9,786,1332
6/19/2017 11:25,4,3051,3893
6/19/2017 11:25,2,601,697
6/19/2017 11:25,7,1378,2019
6/19/2017 11:25,6,1380,3113
6/19/2017 11:59,4,3107,3893
6/19/2017 11:59,0,766,2813
6/19/2017 11:59,5,190,587
6/19/2017 11:59,3,1446,1930
6/19/2017 11:59,1,341,397
6/19/2017 11:59,9,788,1332
6/19/2017 11:59,8,1341,2947
6/19/2017 11:59,2,620,697
6/19/2017 11:59,7,1399,2019
6/19/2017 11:59,6,1411,3113
6/19/2017 12:25,6,1429,3113
6/19/2017 12:25,1,350,397
6/19/2017 12:25,5,180,587
6/19/2017 12:25,0,781,2813
6/19/2017 12:25,7,1424,2019
6/19/2017 12:25,3,1448,1930
6/19/2017 12:25,4,3092,3893
6/19/2017 12:25,8,1352,2947
6/19/2017 12:25,9,800,1332
6/19/2017 12:25,2,633,697
6/19/2017 12:58,9,814,1332
6/19/2017 12:58,1,354,397
6/19/2017 12:58,3,1427,1930
6/19/2017 12:58,6,1454,3113
6/19/2017 12:58,7,1455,2019
6/19/2017 12:58,2,650,697
6/19/2017 12:58,8,1360,2947
6/19/2017 12:58,0,793,2813
6/19/2017 12:58,5,174,587
6/19/2017 12:58,4,3069,3893
6/19/2017 13:25,4,3049,3893
6/19/2017 13:25,7,1458,2019
6/19/2017 13:25,6,1445,3113
6/19/2017 13:25,3,1428,1930
6/19/2017 13:25,8,1366,2947
6/19/2017 13:25,0,786,2813
6/19/2017 13:25,5,176,587
6/19/2017 13:25,2,648,697
6/19/2017 13:25,1,354,397
6/19/2017 13:25,9,819,1332
6/19/2017 13:58,7,1454,2019
6/19/2017 13:58,3,1399,1930
6/19/2017 13:58,2,656,697
6/19/2017 13:58,5,170,587
6/19/2017 13:58,8,1342,2947
6/19/2017 13:58,0,775,2813
6/19/2017 13:58,1,353,397
6/19/2017 13:58,4,2984,3893
6/19/2017 13:58,6,1440,3113
6/19/2017 13:58,9,807,1332
6/19/2017 14:32,9,784,1332
6/19/2017 14:32,7,1401,2019
6/19/2017 14:32,8,1318,2947
6/19/2017 14:32,0,769,2813
6/19/2017 14:32,4,2940,3893
6/19/2017 14:32,1,352,397
6/19/2017 14:32,3,1385,1930
6/19/2017 14:32,2,626,697
6/19/2017 14:32,6,1394,3113
6/19/2017 14:32,5,165,587
6/19/2017 14:58,4,2844,3893
6/19/2017 14:58,3,1361,1930
6/19/2017 14:58,9,776,1332
6/19/2017 14:58,5,153,587
6/19/2017 14:58,0,766,2813
6/19/2017 14:58,8,1294,2947
6/19/2017 14:58,2,598,697
6/19/2017 14:58,7,1365,2019
6/19/2017 14:58,1,353,397
6/19/2017 14:58,6,1358,3113
6/19/2017 15:32,5,136,587
6/19/2017 15:32,7,1260,2019
6/19/2017 15:32,8,1225,2947
6/19/2017 15:32,6,1261,3113
6/19/2017 15:32,3,1284,1930
6/19/2017 15:32,4,2684,3893
6/19/2017 15:32,2,541,697
6/19/2017 15:32,1,336,397
6/19/2017 15:32,9,728,1332
6/19/2017 15:32,0,738,2813
6/19/2017 15:59,0,709,2813
6/19/2017 15:59,3,1186,1930
6/19/2017 15:59,1,317,397
6/19/2017 15:59,4,2512,3893
6/19/2017 15:59,8,1170,2947
6/19/2017 15:59,2,508,697
6/19/2017 15:59,9,703,1332
6/19/2017 15:59,7,1202,2019
6/19/2017 15:59,5,126,587
6/19/2017 15:59,6,1210,3113
6/19/2017 16:25,5,119,587
6/19/2017 16:25,8,1093,2947
6/19/2017 16:25,4,2231,3893
6/19/2017 16:25,2,486,697
6/19/2017 16:25,9,656,1332
6/19/2017 16:25,7,1133,2019
6/19/2017 16:25,6,1161,3113
6/19/2017 16:25,0,668,2813
6/19/2017 16:25,3,1037,1930
6/19/2017 16:25,1,289,397
6/22/2017 7:59,8,358,2947
6/22/2017 7:59,3,279,1930
6/22/2017 7:59,2,260,697
6/22/2017 7:59,9,302,1332
6/22/2017 7:59,7,553,2019
6/22/2017 7:59,6,513,3113
6/22/2017 7:59,1,61,397
6/22/2017 7:59,4,481,3893
6/22/2017 7:59,0,79,2813
6/22/2017 7:59,5,66,587
6/22/2017 8:26,2,264,697
6/22/2017 8:26,1,66,397
6/22/2017 8:26,5,68,587
6/22/2017 8:26,0,84,2813
6/22/2017 8:26,4,525,3893
6/22/2017 8:26,6,520,3113
6/22/2017 8:26,9,311,1332
6/22/2017 8:26,7,566,2019
6/22/2017 8:26,3,297,1930
6/22/2017 8:26,8,371,2947
6/22/2017 8:59,7,611,2019
6/22/2017 8:59,9,334,1332
6/22/2017 8:59,4,609,3893
6/22/2017 8:59,2,286,697
6/22/2017 8:59,3,350,1930
6/22/2017 8:59,8,401,2947
6/22/2017 8:59,6,544,3113
6/22/2017 8:59,5,81,587
6/22/2017 8:59,0,106,2813
6/22/2017 8:59,1,83,397
6/22/2017 9:26,7,668,2019
6/22/2017 9:26,8,428,2947
6/22/2017 9:26,6,592,3113
6/22/2017 9:26,5,102,587
6/22/2017 9:26,2,310,697
6/22/2017 9:26,1,98,397
6/22/2017 9:26,3,389,1930
6/22/2017 9:26,4,681,3893
6/22/2017 9:26,0,135,2813
6/22/2017 9:26,9,367,1332
6/22/2017 9:59,0,186,2813
6/22/2017 9:59,3,470,1930
6/22/2017 9:59,9,412,1332
6/22/2017 9:59,5,139,587
6/22/2017 9:59,1,128,397
6/22/2017 9:59,2,326,697
6/22/2017 9:59,8,471,2947
6/22/2017 9:59,4,787,3893
6/22/2017 9:59,6,632,3113
6/22/2017 9:59,7,729,2019
6/22/2017 10:26,6,669,3113
6/22/2017 10:26,7,774,2019
6/22/2017 10:26,9,439,1332
6/22/2017 10:26,0,220,2813
6/22/2017 10:26,3,505,1930
6/22/2017 10:26,5,165,587
6/22/2017 10:26,2,344,697
6/22/2017 10:26,8,503,2947
6/22/2017 10:26,1,146,397
6/22/2017 10:26,4,856,3893
6/22/2017 10:59,1,187,397
6/22/2017 10:59,8,572,2947
6/22/2017 10:59,4,976,3893
6/22/2017 10:59,7,846,2019
6/22/2017 10:59,0,291,2813
6/22/2017 10:59,6,719,3113
6/22/2017 10:59,9,496,1332
6/22/2017 10:59,3,572,1930
6/22/2017 10:59,2,359,697
6/22/2017 10:59,5,207,587
6/22/2017 11:32,1,227,397
6/22/2017 11:32,2,368,697
6/22/2017 11:32,4,1063,3893
6/22/2017 11:32,5,248,587
6/22/2017 11:32,8,629,2947
6/22/2017 11:32,3,609,1930
6/22/2017 11:32,9,566,1332
6/22/2017 11:32,6,769,3113
6/22/2017 11:32,0,362,2813
6/22/2017 11:32,7,925,2019
6/22/2017 11:59,7,988,2019
6/22/2017 11:59,2,393,697
6/22/2017 11:59,3,651,1930
6/22/2017 11:59,6,817,3113
6/22/2017 11:59,4,1141,3893
6/22/2017 11:59,0,421,2813
6/22/2017 11:59,8,684,2947
6/22/2017 11:59,9,604,1332
6/22/2017 11:59,1,259,397
6/22/2017 11:59,5,270,587
6/22/2017 12:32,6,887,3113
6/22/2017 12:32,3,704,1930
6/22/2017 12:32,9,684,1332
6/22/2017 12:32,2,425,697
6/22/2017 12:32,4,1221,3893
6/22/2017 12:32,5,333,587
6/22/2017 12:32,0,508,2813
6/22/2017 12:32,8,761,2947
6/22/2017 12:32,1,311,397
6/22/2017 12:32,7,1100,2019
6/22/2017 12:59,5,368,587
6/22/2017 12:59,1,343,397
6/22/2017 12:59,0,558,2813
6/22/2017 12:59,4,1313,3893
6/22/2017 12:59,2,448,697
6/22/2017 12:59,9,753,1332
6/22/2017 12:59,8,810,2947
6/22/2017 12:59,7,1192,2019
6/22/2017 12:59,3,755,1930
6/22/2017 12:59,6,943,3113
6/22/2017 13:32,9,813,1332
6/22/2017 13:32,1,353,397
6/22/2017 13:32,4,1356,3893
6/22/2017 13:32,3,790,1930
6/22/2017 13:32,7,1285,2019
6/22/2017 13:32,8,844,2947
6/22/2017 13:32,6,1006,3113
6/22/2017 13:32,0,579,2813
6/22/2017 13:32,5,389,587
6/22/2017 13:32,2,481,697
6/22/2017 13:59,8,821,2947
6/22/2017 13:59,9,820,1332
6/22/2017 13:59,5,417,587
6/22/2017 13:59,0,564,2813
6/22/2017 13:59,2,498,697
6/22/2017 13:59,4,1337,3893
6/22/2017 13:59,7,1309,2019
6/22/2017 13:59,1,336,397
6/22/2017 13:59,3,788,1930
6/22/2017 13:59,6,1025,3113
6/22/2017 14:39,5,439,587
6/22/2017 14:39,0,576,2813
6/22/2017 14:39,2,512,697
6/22/2017 14:39,4,1371,3893
6/22/2017 14:39,8,860,2947
6/22/2017 14:39,3,816,1930
6/22/2017 14:39,7,1363,2019
6/22/2017 14:39,9,860,1332
6/22/2017 14:39,6,1045,3113
6/22/2017 14:39,1,353,397
6/22/2017 14:59,2,519,697
6/22/2017 14:59,8,860,2947
6/22/2017 14:59,4,1363,3893
6/22/2017 14:59,0,573,2813
6/22/2017 14:59,7,1366,2019
6/22/2017 14:59,5,433,587
6/22/2017 14:59,1,352,397
6/22/2017 14:59,9,856,1332
6/22/2017 14:59,6,1057,3113
6/22/2017 14:59,3,804,1930
6/22/2017 15:26,4,1336,3893
6/22/2017 15:26,3,798,1930
6/22/2017 15:26,2,525,697
6/22/2017 15:26,8,873,2947
6/22/2017 15:26,0,563,2813
6/22/2017 15:26,5,412,587
6/22/2017 15:26,9,856,1332
6/22/2017 15:26,7,1372,2019
6/22/2017 15:26,6,1062,3113
6/22/2017 15:26,1,349,397
6/22/2017 15:59,2,520,697
6/22/2017 15:59,3,753,1930
6/22/2017 15:59,6,1086,3113
6/22/2017 15:59,7,1369,2019
6/22/2017 15:59,0,563,2813
6/22/2017 15:59,1,341,397
6/22/2017 15:59,5,393,587
6/22/2017 15:59,8,889,2947
6/22/2017 15:59,4,1271,3893
6/22/2017 15:59,9,858,1332
6/22/2017 16:26,1,313,397
6/22/2017 16:26,3,708,1930
6/22/2017 16:26,5,349,587
6/22/2017 16:26,6,1082,3113
6/22/2017 16:26,8,861,2947
6/22/2017 16:26,9,824,1332
6/22/2017 16:26,4,1183,3893
6/22/2017 16:26,0,545,2813
6/22/2017 16:26,7,1315,2019
6/22/2017 16:26,2,500,697
6/23/2017 7:59,4,528,3893
6/23/2017 7:59,1,76,397
6/23/2017 7:59,9,360,1332
6/23/2017 7:59,3,306,1930
6/23/2017 7:59,7,648,2019
6/23/2017 7:59,8,421,2947
6/23/2017 7:59,0,89,2813
6/23/2017 7:59,2,297,697
6/23/2017 7:59,6,588,3113
6/23/2017 7:59,5,56,587
6/23/2017 8:26,9,366,1332
6/23/2017 8:26,2,296,697
6/23/2017 8:26,7,653,2019
6/23/2017 8:26,3,312,1930
6/23/2017 8:26,0,96,2813
6/23/2017 8:26,1,82,397
6/23/2017 8:26,4,541,3893
6/23/2017 8:26,5,57,587
6/23/2017 8:26,8,429,2947
6/23/2017 8:26,6,587,3113
6/23/2017 8:59,8,443,2947
6/23/2017 8:59,4,565,3893
6/23/2017 8:59,3,320,1930
6/23/2017 8:59,0,125,2813
6/23/2017 8:59,1,98,397
6/23/2017 8:59,6,607,3113
6/23/2017 8:59,7,678,2019
6/23/2017 8:59,9,381,1332
6/23/2017 8:59,2,306,697
6/23/2017 8:59,5,60,587
6/23/2017 9:26,3,344,1930
6/23/2017 9:26,8,450,2947
6/23/2017 9:26,4,593,3893
6/23/2017 9:26,2,302,697
6/23/2017 9:26,5,59,587
6/23/2017 9:26,9,393,1332
6/23/2017 9:26,0,144,2813
6/23/2017 9:26,7,686,2019
6/23/2017 9:26,1,110,397
6/23/2017 9:26,6,606,3113
6/23/2017 9:59,5,63,587
6/23/2017 9:59,4,624,3893
6/23/2017 9:59,9,419,1332
6/23/2017 9:59,6,635,3113
6/23/2017 9:59,7,719,2019
6/23/2017 9:59,0,194,2813
6/23/2017 9:59,3,368,1930
6/23/2017 9:59,2,309,697
6/23/2017 9:59,8,475,2947
6/23/2017 9:59,1,135,397
6/23/2017 10:26,3,377,1930
6/23/2017 10:26,6,657,3113
6/23/2017 10:26,7,750,2019
6/23/2017 10:26,5,69,587
6/23/2017 10:26,0,250,2813
6/23/2017 10:26,2,316,697
6/23/2017 10:26,9,443,1332
6/23/2017 10:26,1,165,397
6/23/2017 10:26,4,649,3893
6/23/2017 10:26,8,514,2947
6/23/2017 10:59,3,387,1930
6/23/2017 10:59,8,586,2947
6/23/2017 10:59,1,236,397
6/23/2017 10:59,4,689,3893
6/23/2017 10:59,2,315,697
6/23/2017 10:59,6,689,3113
6/23/2017 10:59,7,836,2019
6/23/2017 10:59,5,89,587
6/23/2017 10:59,0,358,2813
6/23/2017 10:59,9,530,1332
6/23/2017 11:26,5,116,587
6/23/2017 11:26,9,572,1332
6/23/2017 11:26,4,735,3893
6/23/2017 11:26,0,418,2813
6/23/2017 11:26,2,308,697
6/23/2017 11:26,1,281,397
6/23/2017 11:26,3,423,1930
6/23/2017 11:26,6,677,3113
6/23/2017 11:26,8,609,2947
6/23/2017 11:26,7,871,2019
6/23/2017 11:59,2,311,697
6/23/2017 11:59,1,322,397
6/23/2017 11:59,8,664,2947
6/23/2017 11:59,3,477,1930
6/23/2017 11:59,7,939,2019
6/23/2017 11:59,6,711,3113
6/23/2017 11:59,5,134,587
6/23/2017 11:59,9,637,1332
6/23/2017 11:59,0,490,2813
6/23/2017 11:59,4,815,3893
6/23/2017 12:26,4,863,3893
6/23/2017 12:26,1,354,397
6/23/2017 12:26,0,535,2813
6/23/2017 12:26,3,517,1930
6/23/2017 12:26,7,1002,2019
6/23/2017 12:26,6,738,3113
6/23/2017 12:26,2,313,697
6/23/2017 12:26,8,717,2947
6/23/2017 12:26,5,153,587
6/23/2017 12:26,9,698,1332
6/23/2017 13:06,9,762,1332
6/23/2017 13:06,0,549,2813
6/23/2017 13:06,5,184,587
6/23/2017 13:06,2,375,697
6/23/2017 13:06,6,845,3113
6/23/2017 13:06,8,755,2947
6/23/2017 13:06,4,907,3893
6/23/2017 13:06,3,534,1930
6/23/2017 13:06,1,354,397
6/23/2017 13:06,7,1128,2019
6/23/2017 13:26,4,925,3893
6/23/2017 13:26,8,771,2947
6/23/2017 13:26,2,410,697
6/23/2017 13:26,0,538,2813
6/23/2017 13:26,6,881,3113
6/23/2017 13:26,7,1202,2019
6/23/2017 13:26,1,354,397
6/23/2017 13:26,3,542,1930
6/23/2017 13:26,9,801,1332
6/23/2017 13:26,5,201,587
6/23/2017 13:59,3,549,1930
6/23/2017 13:59,7,1291,2019
6/23/2017 13:59,0,522,2813
6/23/2017 13:59,5,224,587
6/23/2017 13:59,2,463,697
6/23/2017 13:59,6,937,3113
6/23/2017 13:59,1,354,397
6/23/2017 13:59,9,837,1332
6/23/2017 13:59,8,801,2947
6/23/2017 13:59,4,946,3893
6/23/2017 14:26,8,818,2947
6/23/2017 14:26,5,235,587
6/23/2017 14:26,4,943,3893
6/23/2017 14:26,7,1332,2019
6/23/2017 14:26,6,955,3113
6/23/2017 14:26,1,354,397
6/23/2017 14:26,9,856,1332
6/23/2017 14:26,2,485,697
6/23/2017 14:26,0,514,2813
6/23/2017 14:26,3,539,1930
6/23/2017 14:59,6,979,3113
6/23/2017 14:59,9,866,1332
6/23/2017 14:59,0,497,2813
6/23/2017 14:59,7,1369,2019
6/23/2017 14:59,3,535,1930
6/23/2017 14:59,2,512,697
6/23/2017 14:59,1,354,397
6/23/2017 14:59,8,836,2947
6/23/2017 14:59,4,928,3893
6/23/2017 14:59,5,228,587
6/23/2017 15:26,8,833,2947
6/23/2017 15:26,3,528,1930
6/23/2017 15:26,0,478,2813
6/23/2017 15:26,1,350,397
6/23/2017 15:26,9,843,1332
6/23/2017 15:26,4,909,3893
6/23/2017 15:26,5,224,587
6/23/2017 15:26,7,1323,2019
6/23/2017 15:26,2,489,697
6/23/2017 15:26,6,934,3113
6/23/2017 15:59,4,833,3893
6/23/2017 15:59,3,480,1930
6/23/2017 15:59,7,1227,2019
6/23/2017 15:59,2,471,697
6/23/2017 15:59,5,188,587
6/23/2017 15:59,8,800,2947
6/23/2017 15:59,1,329,397
6/23/2017 15:59,9,765,1332
6/23/2017 15:59,0,445,2813
6/23/2017 15:59,6,887,3113
6/23/2017 16:26,0,400,2813
6/23/2017 16:26,2,432,697
6/23/2017 16:26,4,756,3893
6/23/2017 16:26,7,1107,2019
6/23/2017 16:26,1,301,397
6/23/2017 16:26,9,684,1332
6/23/2017 16:26,3,448,1930
6/23/2017 16:26,5,159,587
6/23/2017 16:26,6,815,3113
6/23/2017 16:26,8,750,2947
6/24/2017 7:56,5,56,587
6/24/2017 7:56,2,280,697
6/24/2017 7:56,6,582,3113
6/24/2017 7:56,9,310,1332
6/24/2017 7:56,3,572,1930
6/24/2017 7:56,8,475,2947
6/24/2017 7:56,7,581,2019
6/24/2017 7:56,0,126,2813
6/24/2017 7:56,1,61,397
